"days","Cat_1","Cat_2","StartTime","total_StartTime","average_duration","std_duration","proportion_StartTime","Activity","Var_1","Var_2"
"Wednesday","(25,44]","not enrolled",7,145547.702221387,4.10898198130497,2.45229977296859,0.0507361090741234,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",8,49588.9653351346,10,0,0.0172860932582047,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",9,99111.7456868819,60,0,0.0345491152587739,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",10,141199.933779514,45.0962436857961,22.8706334327241,0.0492205313595374,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",13,117174.461425146,55.3754302297853,10.8328412846416,0.0408455521099547,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",14,117174.461425146,55.3754302297853,10.8328412846416,0.0408455521099547,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",15,64706.9068298049,40.486694471426,14.3048971297838,0.0225560186293598,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",16,152797.957561338,64.2230717513782,35.1355293984738,0.0532634574288467,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",17,317599.673881409,29.9035283007381,18.7364166079628,0.110711275066666,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",18,421928.500007382,25.0207395054883,21.9976413480663,0.147078999332428,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",19,319924.795809168,38.4287434534383,27.7291453123101,0.111521783497489,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",20,185625.671489209,38.0143492444714,13.2740606496108,0.0647067880282207,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",21,117404.791271934,23.9504513818645,6.87002646915141,0.0409258422145138,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","not enrolled",22,60057.1544836236,60,7.10542752011624e-15,0.0209351731017218,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","college or university student",6,39545.6450712857,10,0,0.5,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(25,44]","college or university student",16,39545.6450712857,20,0,0.5,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(44,64]","not enrolled",6,66763.7169729286,25.1262006376478,7.0251741787405,0.150826669147968,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(44,64]","not enrolled",7,21692.864080728,5,0,0.0490065949279378,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(44,64]","not enrolled",12,74521.7477988187,6.45547204148316,2.27133474724937,0.16835292445054,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(44,64]","not enrolled",17,75614.9075316758,30,3.55271374333938e-15,0.17082249398365,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(44,64]","not enrolled",18,52828.8837180907,30,3.55271377117613e-15,0.119346329522603,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(44,64]","not enrolled",19,75614.9075316758,90,0,0.17082249398365,"Other household","CohAge","Occup_HEROS_Student"
"Wednesday","(44,64]","not enrolled",21,75614.9075316758,15,1.77635687166969e-15,0.17082249398365,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(14,25]","not enrolled",14,83920.4399923132,10,0,0.258288434705434,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(14,25]","not enrolled",18,73148.4658135879,60,7.10542749103104e-15,0.225134695883698,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(14,25]","not enrolled",20,167840.879984626,5,0,0.516576869410868,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(14,25]","college or university student",12,230979.390450569,30,0,0.396198963378356,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(14,25]","college or university student",13,230979.390450569,5,0,0.396198963378356,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(14,25]","college or university student",17,121029.595648429,60,0,0.207602073243288,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",4,66052.5976124176,10,0,0.038274806118681,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",5,53896.0852772637,1.59609557283919,0.490678767783252,0.031230599387591,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",6,113207.980072775,22.4857420871155,12.1225787397774,0.0655994411271778,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",7,86049.6605595659,24.2158267286943,12.2834395896792,0.0498622944978098,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",8,89179.1484028599,85.5239182052429,25.875253431682,0.0516757060029211,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",9,123217.824009445,72.9462657708932,14.8587408833566,0.0713997404311114,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",10,53173.6899112473,210,0,0.0308120005197985,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",11,48357.4741807747,90,0,0.0280211984927345,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",12,51421.2413881951,85.2561611348711,49.4061622893816,0.029796527550115,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",15,49142.1828274863,60,7.10542755621251e-15,0.0284759053838816,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",16,53173.6899112473,60,0,0.0308120005197985,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",17,182663.11350344,57.0483796195107,18.4859674507682,0.105845878997867,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",18,111232.802815571,40.106176702968,7.03262712038877,0.0644549058734231,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",19,288431.153988453,35.3288976259593,35.6091840498568,0.167134176346459,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",20,193487.709496019,25.0986798798472,21.0295846151044,0.112118294132244,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",21,109886.062006555,40.6611620697583,19.9890688804394,0.0636745240985884,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(25,44]","not enrolled",22,53173.6899112473,5,0,0.0308120005197985,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",6,141324.154527657,7.24606088209548,4.91903061150282,0.135876297711185,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",8,33188.0131903983,15,0,0.0319086597459092,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",9,33188.0131903983,120,0,0.0319086597459092,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",11,33188.0131903983,10,0,0.0319086597459092,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",12,159764.826553662,39.7101095623703,40.7734652793817,0.153606106536678,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",13,33188.0131903983,15,0,0.0319086597459092,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",14,96476.4198720302,22.6080737071499,27.0773644891925,0.0927573831412936,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",17,157620.432065206,25.7888691515997,8.15407843379802,0.151544375582776,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",18,110060.551556876,29.6035627951065,10.8492549230104,0.105817864749177,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",19,22423.8673278132,5,0,0.0215594572849455,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",20,33188.0131903983,15,0,0.0319086597459092,"Other household","CohAge","Occup_HEROS_Student"
"Monday","(44,64]","not enrolled",21,186483.921598151,45,0,0.179295216264399,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(14,25]","not enrolled",8,58757.481938206,45,0,0.159365536850982,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(14,25]","not enrolled",10,45963.9490332747,30,0,0.124666156068135,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(14,25]","not enrolled",11,58757.481938206,45,0,0.159365536850982,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(14,25]","not enrolled",12,117514.963876412,52.5,37.5000004383356,0.318731073701964,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(14,25]","not enrolled",14,87702.4116288077,75,45.000000704806,0.237871696527938,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(14,25]","college or university student",11,101564.392126934,30,3.55271372684983e-15,0.5,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(14,25]","college or university student",12,101564.392126934,15,1.77635686342492e-15,0.5,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",4,78854.5054575522,5,0,0.0439775416195528,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",6,491106.908652714,42.1499000866112,54.0057317374068,0.27389271405108,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",7,155780.579687448,21.2501175409208,8.98410659377369,0.0868795877543184,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",8,35370.0431225522,10,0,0.0197260452586916,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",9,174616.642179269,169.524072035591,149.295183050826,0.0973845515148037,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",11,70484.7344216923,15,1.77635687401839e-15,0.0393096795622123,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",13,66455.1350811209,5,0,0.0370623523907104,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",16,174616.642179269,99.1001102549482,62.7039768813471,0.0973845515148037,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",18,138800.908261596,28.4639228636102,12.3684002918252,0.0774099423296992,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",19,110900.768383984,16.6499170041721,7.46358458333127,0.0618498984800863,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",20,179871.902791659,17.4581242477451,9.8077472564384,0.100315435945084,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","not enrolled",21,116204.292280591,10.249904049413,3.26913755706143,0.064807699578958,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(25,44]","college or university student",17,34269.5358054231,10,0,1,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(44,64]","not enrolled",5,37695.7257923242,15,0,0.117990605501625,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(44,64]","not enrolled",6,62563.4299098187,5,0,0.195828487770386,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(44,64]","not enrolled",17,106134.405510747,84.4830292204283,47.8564721211494,0.332209090223115,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(44,64]","not enrolled",18,75391.4515846484,22.5,12.500000227749,0.235981211003249,"Other household","CohAge","Occup_HEROS_Student"
"Thursday","(44,64]","not enrolled",19,37695.7257923242,45,7.10542761652168e-15,0.117990605501625,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","not enrolled",8,22865.6635863077,15,0,0.0742522142014541,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","not enrolled",9,65276.7082418434,22.3320489553755,12.4861988846964,0.211974610071741,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","not enrolled",10,70265.9931441264,92.5873191075936,102.518074881285,0.228176433818428,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","not enrolled",11,36265.1582236786,90,0,0.117764712417385,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","not enrolled",12,47400.3295578187,37.952472205563,12.7184195242575,0.153924219616974,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","not enrolled",14,22865.6635863077,30,0,0.0742522142014541,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","not enrolled",16,36265.1582236786,60,7.10542762673544e-15,0.117764712417385,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","not enrolled",19,6741.20734988462,30,0,0.0218908832551786,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","college or university student",12,39731.5599419121,3,0,0.180378623930282,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","college or university student",13,61885.2738535934,75,45.0000009988352,0.280955002914054,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","college or university student",14,39187.6094952775,60,7.1054276066645e-15,0.1779091252951,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","college or university student",17,39731.5599419121,5,0,0.180378623930282,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(14,25]","college or university student",21,39731.5599419121,30,0,0.180378623930282,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",5,50894.987777511,15,3.5527137746862e-15,0.01902987490756,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",6,209403.790720967,23.2023315577657,28.2813636507472,0.0782970606066181,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",7,218612.279995951,43.9375075318249,55.1705305714702,0.08174015798502,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",8,188578.042947154,57.5115401909624,56.8225910785854,0.0705102157266361,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",9,242574.070124049,81.0775065420204,126.278497970016,0.0906995838265646,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",10,204846.840214162,42.3832395469781,29.6191308283423,0.0765931954149507,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",11,251248.060321519,43.9065139263646,64.5987858831604,0.0939428294901423,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",12,98935.7239100137,54.982843517502,31.2924736028959,0.0369925317229052,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",13,51519.5526305577,61.8511444387609,34.1809453672869,0.01926340263876,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",14,98785.4872744038,39.7898232725707,34.523152915717,0.0369363575394142,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",15,165685.110357753,31.2990093100964,29.8363712560756,0.061950440737634,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",16,146419.418940184,58.6058270386571,43.0657964939382,0.0547469082545005,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",17,134792.318556071,30.8647200123855,10.9952952160129,0.0503994808258004,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",18,257104.017135989,23.8148017463879,19.7732322458604,0.0961323992397331,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",19,150992.292262228,45.7109432384006,54.1486063687562,0.0564567270615514,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",20,107678.357782511,31.8071853138616,15.8182398405459,0.0402614435788922,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",21,41821.8625634478,31.4980277316283,21.0372855466752,0.0156373907871385,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",22,42001.4332573874,23.9813056032072,7.3522606894488,0.0157045331127772,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","not enrolled",23,12584.6682323049,30,0,0.00470546654340151,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","college or university student",11,12036.1765289478,30,0,0.161114281929764,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","college or university student",14,26561.1261964231,17.2657504128286,2.48900136032112,0.355542872280942,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","college or university student",17,12036.1765289478,30,0,0.161114281929764,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","college or university student",18,12036.1765289478,30,0,0.161114281929764,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(25,44]","college or university student",23,12036.1765289478,15,0,0.161114281929764,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",0,22080.1989990549,14.1199256018756,13.8731879611124,0.0316870144932589,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",1,9557.51318368407,5,0,0.0137158663644233,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",5,25045.3716307418,10,5.00000027422761,0.0359422962576713,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",6,28502.0439572802,7.5,2.50000012048491,0.0409029230216855,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",7,22225.5173776841,15,0,0.0318955590616278,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",8,109984.11815108,44.9517798320292,33.0600995938745,0.157836817776449,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",9,32031.7043231978,33.7353573432405,17.7806502674676,0.0459682939984552,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",10,74390.7781186593,67.5842728047551,73.9105357772439,0.10675726539021,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",11,9161.89199061264,90,0,0.0131481153908369,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",12,63605.296556489,35.7649550562534,24.6359682394206,0.091279157127151,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",13,45053.0371347527,107.397411110839,25.5770940027946,0.064655044128694,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",14,42348.2820467115,84.3351114031122,44.0210838213426,0.0607734842895302,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",15,34945.2750130687,30.3904847984607,24.5713739353601,0.050149522468408,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",16,24598.1484958544,56.2711214661296,54.3029189719988,0.0353004919896254,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",17,51509.3095662472,27.6460607977044,9.98824425840561,0.0739203590888513,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",18,25943.5226735632,50.0175434539444,40.6255886523098,0.0372312214667347,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",20,57515.8970780549,18.4311024653323,9.55807124736463,0.0825403369047136,"Other household","CohAge","Occup_HEROS_Student"
"Saturday","(44,64]","not enrolled",23,18323.7839812253,15,0,0.0262962307816738,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(14,25]","not enrolled",17,44797.8958096813,60,0,1,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(14,25]","college or university student",17,37836.0102788846,120,0,0.192677640705871,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(14,25]","college or university student",20,158533.48096189,30,0,0.807322359294129,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",3,86312.8484582308,30,0,0.0338543654856417,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",4,62071.5467630907,18.6104274167263,12.4505806215272,0.0243462342850809,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",5,139040.587818357,10,5.0000000493966,0.0545356915154879,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",6,144219.24483167,30.5396920955331,23.6648652289774,0.0565669087720743,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",7,101058.655818604,23.758404630666,9.26684395933485,0.0396380924819827,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",8,233054.944649255,21.3752999803588,20.0305577170247,0.0914108086493063,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",9,124380.247075343,10,1.77635685901792e-15,0.0487854869686155,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",10,67214.6152154643,25.4382418163782,6.90048816930498,0.0263634926911523,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",12,69757.1436685357,54.3390653532605,29.4610565511161,0.0273607450011555,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",13,304582.634830574,12.9679786685631,7.47155130515217,0.11946601258472,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",14,74890.6518919258,24.4192904482588,19.205616221044,0.0293742536122437,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",15,69520.2939091786,40,0,0.027267845757744,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",16,109795.104114354,16.8361663423532,11.7128908477487,0.0430647771405693,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",17,262005.043297398,32.2179213420738,14.9049128484852,0.102765864564926,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",18,248361.578720077,31.0359821814541,36.9167929555446,0.0974145079066577,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",19,191534.221330382,24.7396817980644,24.9639812027547,0.075125194542322,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",20,175421.570688893,13.9296360132872,7.4880942854199,0.0688053525546786,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","not enrolled",22,86312.8484582308,15,0,0.0338543654856417,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","college or university student",6,73613.0368535659,9.5,5.50000010263053,0.25,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","college or university student",7,36806.518426783,10,0,0.125,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","college or university student",12,36806.518426783,10,0,0.125,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","college or university student",15,73613.0368535659,65,55.0000010263053,0.25,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","college or university student",20,36806.518426783,30,0,0.125,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(25,44]","college or university student",21,36806.518426783,60,0,0.125,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(44,64]","not enrolled",10,56753.9743565907,120,0.0000000000000142108550591498,0.0736428454852206,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(44,64]","not enrolled",11,240113.106646129,28.3333333333333,23.2139805947748,0.311566064089462,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(44,64]","not enrolled",12,56753.9743565907,45,0,0.0736428454852206,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(44,64]","not enrolled",13,80037.7022153764,60,7.10542747954606e-15,0.103855354696487,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(44,64]","not enrolled",14,160075.404430753,30,3.55271370928677e-15,0.207710709392974,"Other household","CohAge","Occup_HEROS_Student"
"Friday","(44,64]","not enrolled",20,176930.985201299,76.7146351775793,84.4280322839189,0.229582180850636,"Other household","CohAge","Occup_HEROS_Student"
"Sunday","(14,25]","not in a labor force",11,33758.9996149396,60,0,0.18342147386279,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","not in a labor force",12,75146.2562394835,97.3865897737201,74.6125739285962,0.408289263068605,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","not in a labor force",15,41387.256624544,30,0,0.224867789205814,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","not in a labor force",19,33758.9996149396,90,0.0000000000000142108552934302,0.18342147386279,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","worker",10,17941.0112505055,30,0,0.0737773804461156,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","worker",11,40607.2012338049,16.921087770623,9.51421597441865,0.166985734106487,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","worker",12,14052.3001929258,30,0,0.0577861461096459,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","worker",15,55090.1317661181,33.1512636039898,2.41368100805469,0.226542726794233,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","worker",16,62825.3058205659,28.4203566630239,17.9765796533099,0.258351462158347,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","worker",20,17941.0112505055,60,0,0.0737773804461156,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(14,25]","worker",23,34720.7054347143,15,0,0.142779169939055,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",7,11125.876042,10,0,0.0205222954617003,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",8,32569.7439198407,30,0,0.0600766991571418,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",9,73779.3348353324,134.34564285496,195.914376481085,0.13609007531116,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",10,42512.3685103104,34.0363939248121,39.9361767230246,0.0784164216868661,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",11,75604.2831760522,23.0874453153652,14.7774713978535,0.139456293747282,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",12,35874.6881011209,15.242547006294,8.79583122492408,0.0661728520098809,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",13,35453.4164040604,10,0,0.0653957929986094,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",14,9668.94789503297,60,7.10542836703911e-15,0.0178349106853775,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",15,22900.7960248077,10,0,0.0422417884717643,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",16,90840.198281489,35.0786318806007,37.846329262352,0.167559784226846,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",17,22900.7960248077,45,0,0.0422417884717643,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",18,36139.8990608407,30,3.55271381383412e-15,0.0666620483351414,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",19,24795.2062170879,58.5518492718861,39.2916363687119,0.0457361331458258,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",20,14301.1577043709,10,0,0.0263792786065152,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","not in a labor force",21,13669.3301750879,285,0,0.0252138376841255,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","worker",6,36884.2106927033,41.2661179503433,27.9632895743063,0.0172056804940275,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","worker",7,212301.940835338,93.1050364098267,52.5361353291698,0.0990342288386659,"Other household","CohAge","Occup_HEROS_Employed"
"Sunday","(25,44]","worker",8,110246.390075258,43.7189545340119,27.0684226381149,0.0514275384407254,"Other household","CohAge","Occup_HEROS_Employed"
